Monkey #;No. of traits;Points;Background;Points;Fur;Points;Clothes;Points;Mouth;Points;Eyes;Points;Nose Wear;Points;Face Masks;Points;Ears;Points;Eye Wear;Points;Head;Points;Total Score 
675;1;9.26;Aqua;4.26;Brown;3.45;Clock chain;27.78;Silver teeth;20.00;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;74.41
676;1;9.26;Aqua;4.26;Brown;3.45;T-Shirt;24.39;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Long hair;45.45;96.10
677;1;9.26;Aqua;4.26;Brown;3.45;Denim jacket;37.04;Frown;1.64;N/A;1.83;N/A;1.09;Half skull;38.46;N/A;1.45;N/A;1.97;N/A;2.01;102.46
678;1;9.26;Aqua;4.26;Brown;3.45;Bone necklace;25.00;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;N/A;2.01;72.13
679;2;1.87;Aqua;4.26;Brown;3.45;Ripped t-shirt;27.03;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;Top hat;66.67;131.43
680;1;9.26;Aqua;4.26;Brown;3.45;Puffer vest;31.25;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Long hair;45.45;102.96
681;1;9.26;Aqua;4.26;Dark brown;6.25;Lumberjack shirt;29.41;Frown;1.64;N/A;1.83;N/A;1.09;Half skull;38.46;N/A;1.45;N/A;1.97;N/A;2.01;97.63
682;2;1.87;Aqua;4.26;Brown;3.45;Sports jacket;29.41;Frown;1.64;N/A;1.83;N/A;1.09;Gas mask;35.71;N/A;1.45;Reading glasses;19.23;N/A;2.01;101.95
683;1;9.26;Aqua;4.26;Dark brown;6.25;Ripped t-shirt;27.03;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Goggles;25.64;N/A;2.01;81.77
684;1;9.26;Aqua;4.26;Brown;3.45;Leather jacket;30.30;Frown;1.64;N/A;1.83;N/A;1.09;Half skull;38.46;N/A;1.45;N/A;1.97;N/A;2.01;95.72
685;2;1.87;Aqua;4.26;Brown;3.45;Bone necklace;25.00;Frown;1.64;N/A;1.83;N/A;1.09;Half skull;38.46;N/A;1.45;N/A;1.97;Turban;47.62;128.64
686;1;9.26;Aqua;4.26;Dark brown;6.25;Leather jacket;30.30;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;N/A;2.01;80.23
687;1;9.26;Aqua;4.26;Grey;10.00;Leather jacket;30.30;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Vizor hat;55.56;118.67
688;2;1.87;Aqua;4.26;Brown;3.45;Sports jacket;29.41;Frown;1.64;N/A;1.83;N/A;1.09;Gas mask;35.71;N/A;1.45;Eye patch;20.83;N/A;2.01;103.55
689;1;9.26;Aqua;4.26;Brown;3.45;Bulletproof vest;33.33;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Man bun;52.63;112.22
690;1;9.26;Aqua;4.26;Brown;3.45;T-Shirt;24.39;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Beret;43.48;94.13
691;1;9.26;Aqua;4.26;Grey;10.00;Dungarees;34.48;Frown;1.64;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;81.76
692;2;1.87;Aqua;4.26;Brown;3.45;Lumberjack shirt;29.41;Frown;1.64;N/A;1.83;N/A;1.09;Half skull;38.46;N/A;1.45;N/A;1.97;Trapper hat;40.00;125.43
693;2;1.87;Aqua;4.26;Brown;3.45;Silver chain;26.32;Frown;1.64;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;N/A;2.01;76.92
694;2;1.87;Aqua;4.26;Dark brown;6.25;High visibility vest;31.25;Frown;1.64;N/A;1.83;N/A;1.09;Balaclava;33.33;N/A;1.45;N/A;1.97;Hard hat;50.00;134.94
695;2;1.87;Aqua;4.26;Dark brown;6.25;T-Shirt;24.39;Frown;1.64;Fire;22.22;N/A;1.09;Half skull;38.46;N/A;1.45;N/A;1.97;N/A;2.01;105.61
696;2;1.87;Aqua;4.26;Brown;3.45;Bone necklace;25.00;Frown;1.64;N/A;1.83;N/A;1.09;Balaclava;33.33;N/A;1.45;N/A;1.97;Vizor hat;55.56;131.45
697;1;9.26;Aqua;4.26;Grey;10.00;Puffer vest;31.25;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;N/A;2.01;84.93
698;2;1.87;Aqua;4.26;Grey;10.00;Silver chain;26.32;Frown;1.64;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;N/A;2.01;83.47
699;1;9.26;Aqua;4.26;Brown;3.45;Ripped t-shirt;27.03;Frown;1.64;N/A;1.83;N/A;1.09;Balaclava;33.33;N/A;1.45;N/A;1.97;N/A;2.01;87.32
700;2;1.87;Aqua;4.26;Dark brown;6.25;Silver chain;26.32;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Turban;47.62;107.30
701;2;1.87;Grey;3.33;Dark brown;6.25;Hoodie;25.64;Missing teeth;16.13;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Sailors hat;37.04;97.91
702;2;1.87;Grey;3.33;Brown;3.45;Basketball jersey;35.71;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Goggles;25.64;Beret;43.48;120.80
703;2;1.87;Grey;3.33;Brown;3.45;High visibility vest;31.25;Frown;1.64;N/A;1.83;N/A;1.09;Half skull;38.46;N/A;1.45;N/A;1.97;Spike helmet;41.67;128.01
704;2;1.87;Grey;3.33;Brown;3.45;Puffer vest;31.25;Frown;1.64;Red hypnotised;16.13;N/A;1.09;N/A;1.31;N/A;1.45;Aviator glasses;25.00;N/A;2.01;88.53
705;2;1.87;Grey;3.33;Dark brown;6.25;Prison jumpsuit;33.33;Frown;1.64;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Beret;43.48;112.39
706;2;1.87;Grey;3.33;Brown;3.45;Basketball jersey;35.71;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;Spike helmet;41.67;114.18
707;2;1.87;Grey;3.33;Brown;3.45;Prison jumpsuit;33.33;Frown;1.64;N/A;1.83;N/A;1.09;Balaclava;33.33;N/A;1.45;N/A;1.97;Trapper hat;40.00;123.29
708;2;1.87;Grey;3.33;Brown;3.45;Silver chain;26.32;Goofy smile;18.52;Multicoloured;20.00;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;81.32
709;2;1.87;Grey;3.33;Brown;3.45;Clock chain;27.78;Frown;1.64;N/A;1.83;N/A;1.09;Half skull;38.46;N/A;1.45;N/A;1.97;Sailors hat;37.04;119.91
710;2;1.87;Grey;3.33;Brown;3.45;Lumberjack shirt;29.41;Frown;1.64;Fire;22.22;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;N/A;2.01;88.61
711;2;1.87;Grey;3.33;Dark brown;6.25;Lumberjack shirt;29.41;Frown;1.64;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Turban;47.62;112.61
712;2;1.87;Grey;3.33;Dark brown;6.25;Ripped t-shirt;27.03;Frown;1.64;Multicoloured;20.00;N/A;1.09;Balaclava;33.33;N/A;1.45;N/A;1.97;N/A;2.01;99.97
713;2;1.87;Grey;3.33;Brown;3.45;Ripped t-shirt;27.03;Missing teeth;16.13;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;76.31
714;2;1.87;Grey;3.33;Brown;3.45;Denim jacket;37.04;Silver teeth;20.00;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Vizor hat;55.56;128.90
715;2;1.87;Grey;3.33;Brown;3.45;Sports jacket;29.41;Frown;1.64;N/A;1.83;N/A;1.09;Gas mask;35.71;N/A;1.45;Reading glasses;19.23;N/A;2.01;101.02
716;2;1.87;Grey;3.33;Brown;3.45;Silver chain;26.32;Frown;1.64;Fire;22.22;N/A;1.09;Half skull;38.46;N/A;1.45;N/A;1.97;N/A;2.01;103.81
717;2;1.87;Grey;3.33;Grey;10.00;Basketball jersey;35.71;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Aviator glasses;25.00;Turban;47.62;130.85
718;2;1.87;Grey;3.33;Grey;10.00;Clock chain;27.78;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;Man bun;52.63;123.76
719;2;1.87;Grey;3.33;Brown;3.45;Bulletproof vest;33.33;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;N/A;2.01;83.83
720;2;1.87;Grey;3.33;Brown;3.45;High visibility vest;31.25;Frown;1.64;Fire;22.22;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;N/A;2.01;90.45
721;2;1.87;Grey;3.33;Grey;10.00;Bulletproof vest;33.33;Frown;1.64;Multicoloured;20.00;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Backwards hat;83.33;159.32
722;2;1.87;Grey;3.33;Brown;3.45;Clock chain;27.78;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;Bucket hat;58.82;123.40
723;2;1.87;Grey;3.33;Grey;10.00;Bulletproof vest;33.33;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;Bandana;76.92;153.60
724;2;1.87;Grey;3.33;Grey;10.00;Ripped t-shirt;27.03;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Baseball hat;55.56;118.77
725;2;1.87;Grey;3.33;Brown;3.45;Hoodie;25.64;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;Pirates hat;62.50;124.94
726;2;1.87;Grey;3.33;Brown;3.45;Clock chain;27.78;Frown;1.64;Multicoloured;20.00;N/A;1.09;N/A;1.31;N/A;1.45;Aviator glasses;25.00;N/A;2.01;88.93
727;2;1.87;Grey;3.33;Brown;3.45;Clock chain;27.78;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;N/A;2.01;76.68
728;2;1.87;Grey;3.33;Dark brown;6.25;Ripped t-shirt;27.03;Missing teeth;16.13;Red hypnotised;16.13;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;78.57
729;2;1.87;Grey;3.33;Brown;3.45;High visibility vest;31.25;Goofy smile;18.52;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Backwards hat;83.33;149.40
730;2;1.87;Grey;3.33;Brown;3.45;Silver chain;26.32;Frown;1.64;Multicoloured;20.00;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;N/A;2.01;81.70
731;2;1.87;Grey;3.33;Brown;3.45;Hoodie;25.64;Frown;1.64;Cross;16.67;N/A;1.09;Balaclava;33.33;N/A;1.45;N/A;1.97;N/A;2.01;92.45
732;2;1.87;Grey;3.33;Grey;10.00;High visibility vest;31.25;Missing teeth;16.13;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Goggles;25.64;N/A;2.01;95.91
733;2;1.87;Grey;3.33;Brown;3.45;Bone necklace;25.00;Frown;1.64;Red hypnotised;16.13;N/A;1.09;Balaclava;33.33;N/A;1.45;N/A;1.97;N/A;2.01;91.27
734;2;1.87;Grey;3.33;Grey;10.00;Basketball jersey;35.71;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;Bucket hat;58.82;137.88
735;2;1.87;Grey;3.33;Brown;3.45;Ripped t-shirt;27.03;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;Pirates hat;62.50;124.73
736;2;1.87;Grey;3.33;Brown;3.45;Hoodie;25.64;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;N/A;2.01;76.14
737;2;1.87;Grey;3.33;Grey;10.00;Hoodie;25.64;Frown;1.64;Fire;22.22;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Straw hat;90.91;161.43
738;2;1.87;Grey;3.33;Brown;3.45;Sports jacket;29.41;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;Headphones;83.33;147.94
739;2;1.87;Grey;3.33;Brown;3.45;Lumberjack shirt;29.41;Frown;1.64;Wide eyed;14.29;N/A;1.09;Balaclava;33.33;N/A;1.45;N/A;1.97;N/A;2.01;93.84
740;2;1.87;Grey;3.33;Dark brown;6.25;Denim jacket;37.04;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;Beenie hat;90.91;165.95
741;2;1.87;Grey;3.33;Dark brown;6.25;Sports jacket;29.41;Goofy smile;18.52;Multicoloured;20.00;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;87.21
742;2;1.87;Grey;3.33;Brown;3.45;Bulletproof vest;33.33;Frown;1.64;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;N/A;2.01;86.98
743;2;1.87;Grey;3.33;Brown;3.45;Sports jacket;29.41;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Aviator glasses;25.00;Straw hat;90.91;161.29
744;2;1.87;Grey;3.33;Dark brown;6.25;High visibility vest;31.25;Goofy smile;18.52;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Straw hat;90.91;159.78
745;2;1.87;Grey;3.33;Grey;10.00;Leather jacket;30.30;Missing teeth;16.13;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Aviator glasses;25.00;N/A;2.01;94.32
746;2;1.87;Grey;3.33;Grey;10.00;Prison jumpsuit;33.33;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;Military hat;83.33;160.01
747;2;1.87;Grey;3.33;Brown;3.45;Prison jumpsuit;33.33;Frown;1.64;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;N/A;2.01;86.98
748;2;1.87;Grey;3.33;Brown;3.45;Sports jacket;29.41;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Headphones;83.33;142.37
749;2;1.87;Grey;3.33;Dark brown;6.25;Hoodie;25.64;Frown;1.64;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Military hat;83.33;142.17
750;2;1.87;Grey;3.33;Dark brown;6.25;Hoodie;25.64;Goofy smile;18.52;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Cowboy hat;76.92;140.18
751;2;1.87;Grey;3.33;Brown;3.45;Denim jacket;37.04;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Goggles;25.64;N/A;2.01;92.35
752;2;1.87;Grey;3.33;Brown;3.45;Bulletproof vest;33.33;Frown;1.64;N/A;1.83;N/A;1.09;Balaclava;33.33;N/A;1.45;N/A;1.97;Baseball hat;55.56;138.85
753;2;1.87;Grey;3.33;Dark brown;6.25;Bone necklace;25.00;Missing teeth;16.13;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Goggles;25.64;N/A;2.01;85.91
754;2;1.87;Grey;3.33;Grey;10.00;Denim jacket;37.04;Frown;1.64;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Bobble hat;71.43;145.42
755;2;1.87;Grey;3.33;Brown;3.45;Dungarees;34.48;Frown;1.64;Red hypnotised;16.13;N/A;1.09;Balaclava;33.33;N/A;1.45;N/A;1.97;N/A;2.01;100.75
756;2;1.87;Grey;3.33;Dark brown;6.25;Silver chain;26.32;Frown;1.64;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Bobble hat;71.43;133.33
757;2;1.87;Grey;3.33;Brown;3.45;Clock chain;27.78;Frown;1.64;Wide eyed;14.29;N/A;1.09;Balaclava;33.33;N/A;1.45;N/A;1.97;N/A;2.01;92.21
758;2;1.87;Grey;3.33;Brown;3.45;Prison jumpsuit;33.33;Frown;1.64;Wide eyed;14.29;N/A;1.09;Balaclava;33.33;N/A;1.45;N/A;1.97;N/A;2.01;97.76
759;2;1.87;Grey;3.33;Grey;10.00;Leather jacket;30.30;Frown;1.64;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Pirates hat;62.50;132.13
760;2;1.87;Grey;3.33;Brown;3.45;Clock chain;27.78;Silver teeth;20.00;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Goggles;25.64;N/A;2.01;89.76
761;2;1.87;Grey;3.33;Dark brown;6.25;Bone necklace;25.00;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Goggles;25.64;Backwards hat;83.33;152.74
762;2;1.87;Grey;3.33;Grey;10.00;Hoodie;25.64;Frown;1.64;N/A;1.83;N/A;1.09;Half skull;38.46;N/A;1.45;N/A;1.97;Bobble hat;71.43;158.71
763;2;1.87;Grey;3.33;Dark brown;6.25;Denim jacket;37.04;Frown;1.64;N/A;1.83;N/A;1.09;Balaclava;33.33;N/A;1.45;N/A;1.97;Straw hat;90.91;180.71
764;2;1.87;Grey;3.33;Dark brown;6.25;Basketball jersey;35.71;Frown;1.64;Fire;22.22;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;N/A;2.01;97.71
765;2;1.87;Grey;3.33;Dark brown;6.25;High visibility vest;31.25;Side smile;13.33;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;78.15
766;2;1.87;Grey;3.33;Brown;3.45;Ripped t-shirt;27.03;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Goggles;25.64;Bobble hat;71.43;140.07
767;2;1.87;Grey;3.33;Brown;3.45;Bone necklace;25.00;Frown;1.64;N/A;1.83;N/A;1.09;Balaclava;33.33;N/A;1.45;N/A;1.97;Pirates hat;62.50;137.46
768;2;1.87;Grey;3.33;Dark brown;6.25;Puffer vest;31.25;Frown;1.64;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Pirates hat;62.50;129.33
769;2;1.87;Grey;3.33;Dark brown;6.25;Puffer vest;31.25;Frown;1.64;N/A;1.83;N/A;1.09;Balaclava;33.33;N/A;1.45;N/A;1.97;Bandana;76.92;160.93
770;2;1.87;Grey;3.33;Dark brown;6.25;Bulletproof vest;33.33;Frown;1.64;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;Aviator glasses;25.00;N/A;2.01;93.95
771;2;1.87;Grey;3.33;Brown;3.45;Puffer vest;31.25;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Aviator glasses;25.00;Bucket hat;58.82;131.04
772;2;1.87;Grey;3.33;Dark brown;6.25;Dungarees;34.48;Frown;1.64;Wide eyed;14.29;N/A;1.09;Balaclava;33.33;N/A;1.45;N/A;1.97;N/A;2.01;101.71
773;2;1.87;Grey;3.33;Brown;3.45;Bone necklace;25.00;Missing teeth;16.13;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;71.90
774;2;1.87;Grey;3.33;Dark brown;6.25;Denim jacket;37.04;Missing teeth;16.13;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;N/A;2.01;93.14
775;2;1.87;Grey;3.33;Dark brown;6.25;Leather jacket;30.30;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Goggles;25.64;N/A;2.01;88.41
776;2;1.87;Grey;3.33;Dark brown;6.25;Lumberjack shirt;29.41;Frown;1.64;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;Aviator glasses;25.00;N/A;2.01;87.65
777;2;1.87;Grey;3.33;Brown;3.45;Lumberjack shirt;29.41;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;Baseball hat;55.56;121.77
778;2;1.87;Grey;3.33;Brown;3.45;Bone necklace;25.00;Silver teeth;20.00;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Backwards hat;83.33;144.63
779;2;1.87;Grey;3.33;Grey;10.00;Basketball jersey;35.71;Side smile;13.33;Red hypnotised;16.13;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;88.20
780;2;1.87;Grey;3.33;Brown;3.45;Denim jacket;37.04;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;Military hat;83.33;157.17
781;2;1.87;Grey;3.33;Dark brown;6.25;Ripped t-shirt;27.03;Silver teeth;20.00;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Goggles;25.64;N/A;2.01;91.81
782;2;1.87;Grey;3.33;Dark brown;6.25;Sports jacket;29.41;Frown;1.64;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;N/A;2.01;85.86
783;2;1.87;Grey;3.33;Brown;3.45;Dungarees;34.48;Missing teeth;16.13;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Goggles;25.64;N/A;2.01;92.59
784;2;1.87;Grey;3.33;Grey;10.00;Dungarees;34.48;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Backwards hat;83.33;153.99
785;2;1.87;Grey;3.33;Grey;10.00;Bone necklace;25.00;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;Bandana;76.92;145.27
786;2;1.87;Grey;3.33;Brown;3.45;Puffer vest;31.25;Missing teeth;16.13;Multicoloured;20.00;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;83.86
787;2;1.87;Grey;3.33;Dark brown;6.25;Basketball jersey;35.71;Frown;1.64;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Baseball hat;55.56;124.47
788;2;1.87;Grey;3.33;Dark brown;6.25;Hoodie;25.64;Goofy smile;18.52;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;77.73
789;2;1.87;Grey;3.33;Dark brown;6.25;Dungarees;34.48;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;Bandana;76.92;151.00
790;2;1.87;Grey;3.33;Dark brown;6.25;Bulletproof vest;33.33;Frown;1.64;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;N/A;2.01;87.40
791;2;1.87;Grey;3.33;Brown;3.45;Bulletproof vest;33.33;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Goggles;25.64;Straw hat;90.91;165.85
792;2;1.87;Grey;3.33;Dark brown;6.25;Lumberjack shirt;29.41;Frown;1.64;Red hypnotised;16.13;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;N/A;2.01;85.32
793;2;1.87;Grey;3.33;Brown;3.45;Bone necklace;25.00;Frown;1.64;Red hypnotised;16.13;N/A;1.09;N/A;1.31;N/A;1.45;Aviator glasses;25.00;N/A;2.01;82.28
794;2;1.87;Grey;3.33;Grey;10.00;T-Shirt;24.39;Goofy smile;18.52;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Bucket hat;58.82;124.58
795;2;1.87;Grey;3.33;Dark brown;6.25;Lumberjack shirt;29.41;Frown;1.64;Multicoloured;20.00;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;N/A;2.01;89.19
796;2;1.87;Grey;3.33;Brown;3.45;Puffer vest;31.25;Silver teeth;20.00;Multicoloured;20.00;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;87.73
797;2;1.87;Grey;3.33;Brown;3.45;High visibility vest;31.25;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Goggles;25.64;Backwards hat;83.33;156.19
798;2;1.87;Grey;3.33;Dark brown;6.25;Leather jacket;30.30;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;Cowboy hat;76.92;146.82
799;2;1.87;Grey;3.33;Brown;3.45;Leather jacket;30.30;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;Backwards hat;83.33;150.43
800;2;1.87;Grey;3.33;Brown;3.45;Puffer vest;31.25;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;Backwards hat;83.33;151.38
801;2;1.87;Grey;3.33;Dark brown;6.25;Ripped t-shirt;27.03;Goofy smile;18.52;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;81.50
802;2;1.87;Grey;3.33;Grey;10.00;Clock chain;27.78;Frown;1.64;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;Aviator glasses;25.00;N/A;2.01;92.15
803;2;1.87;Grey;3.33;Dark brown;6.25;Silver chain;26.32;Missing teeth;16.13;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;N/A;2.01;82.42
804;2;1.87;Grey;3.33;Dark brown;6.25;T-Shirt;24.39;Goofy smile;18.52;Multicoloured;20.00;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;82.19
805;2;1.87;Grey;3.33;Brown;3.45;T-Shirt;24.39;Frown;1.64;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Pirates hat;62.50;119.67
806;2;1.87;Grey;3.33;Grey;10.00;Sports jacket;29.41;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;N/A;2.01;86.46
807;2;1.87;Grey;3.33;Brown;3.45;Sports jacket;29.41;Frown;1.64;Multicoloured;20.00;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Pirates hat;62.50;128.02
808;2;1.87;Grey;3.33;Brown;3.45;Silver chain;26.32;Frown;1.64;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;N/A;2.01;75.99
809;2;1.87;Grey;3.33;Brown;3.45;Bone necklace;25.00;Missing teeth;16.13;Red hypnotised;16.13;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;73.74
810;2;1.87;Grey;3.33;Dark brown;6.25;Silver chain;26.32;Frown;1.64;Red hypnotised;16.13;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Baseball hat;55.56;116.92
811;2;1.87;Grey;3.33;Brown;3.45;High visibility vest;31.25;Frown;1.64;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;N/A;2.01;83.30
812;2;1.87;Grey;3.33;Grey;10.00;Bulletproof vest;33.33;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Goggles;25.64;N/A;2.01;95.19
